wavelength,count
4879.4,0
4879.6,0
4879.8,1
4880.0,0
4880.2,1
4880.4,1
4880.6,5
4880.8,21
4881.0,61
4881.2,102
4881.4,227
4881.6,338
4881.8,589
4882.0,767
4882.2,1050
4882.4,1288
4882.6,1641
4882.8,1853
4883.0,1925
4883.2,1696
4883.4,1306
4883.6,1075
4883.8,713
4884.0,445
4884.2,188
4884.4,66
4884.6,18
4884.8,2
4885.0,0
4885.2,0
4885.4,1
4885.6,0
4885.8,0
4886.0,0
4886.2,0
4886.4,0
