wavelength,count
4487.0,1
4487.3,2
4487.6,2
4487.9,1
4488.2,1
4488.5,2
4488.8,1
4489.1,45
4489.4,1008
4489.7,4989
4490.0,11638
4490.3,16439
4490.6,20102
4490.9,22710
4491.2,25174
4491.5,26448
4491.8,28568
4492.1,29218
4492.4,29367
4492.7,28607
4493.0,26959
4493.3,24947
4493.6,23159
4493.9,21386
4494.2,17174
4494.5,13228
4494.8,7800
4495.1,3319
4495.4,462
4495.7,19
4496.0,2
4496.3,0
4496.6,1
4496.9,2
4497.2,1
4497.5,2
4497.8,2
4498.1,0
