wavelength,count
5892.0,24
5892.5,28
5893.0,35
5893.5,46
5894.0,120
5894.5,340
5895.0,2805
5895.5,19676
5896.0,28840
5896.5,33120
5897.0,34615
5897.5,34785
5898.0,33624
5898.5,30548
5899.0,23615
5899.5,7824
5900.0,621
5900.5,123
5901.0,55
5901.5,42
5902.0,22
